product_name,quantity,unit_price,manufacturer,expiration_date,category,weight,color,material,production_date,total_value,production_year
"Garlic - Primerba, Paste",931,49.76,Zoovu,2022-12-08,electronics,5.4,Indigo,plastic,2022-01-25,46326.56,2022
Longos - Assorted Sandwich,438,96.48,Eabox,2022-12-08,electronics,5.9,Turquoise,wood,2022-05-04,42258.240000000005,2022
Sobe - Lizard Fuel,56,89.02,Kamba,2022-12-08,electronics,2.4,Fuscia,wood,2022-09-14,4985.12,2022
Sansho Powder,209,5.64,Devshare,2023-03-07,clothing,4.99875,Maroon,metal,2023-09-17,1178.76,2023
"Soup - Knorr, French Onion",527,46.49,Photofeed,2022-12-08,clothing,1.3,Pink,metal,2022-12-13,24500.23,2022
Soup - Verve - Chipotle Chicken,320,0.99,Dablist,2022-12-08,electronics,1.0,Pink,wood,2022-08-15,316.8,2022
Onions - Pearl,139,65.03,Rhyzio,2022-12-08,food,6.9,Violet,metal,2023-09-01,9039.17,2023
Flour - So Mix Cake White,189,95.25,Oyoyo,2022-12-08,electronics,2.3,Violet,metal,2022-12-31,18002.25,2022
"Veal - Inside Round / Top, Lean",714,33.31,Blogtag,2022-12-08,clothing,0.4,Mauv,plastic,2023-10-20,23783.34,2023
Foam Espresso Cup Plain White,618,43.81,Photospace,2022-12-08,electronics,9.4,Indigo,plastic,2022-06-29,27074.58,2022
Wine - Malbec Trapiche Reserve,390,0.94,Cogidoo,2022-12-08,electronics,4.0,Violet,plastic,2023-01-19,366.59999999999997,2023
Amaretto,213,21.58,Gabvine,2022-12-08,electronics,4.969776119402986,Maroon,plastic,2023-09-04,4596.54,2023
Longos - Grilled Chicken With,968,41.3,Youfeed,2023-03-11,food,7.8,Crimson,plastic,2022-05-08,39978.399999999994,2022
Bouq All Italian - Primerba,60,84.91,Wikivu,2022-12-08,food,5.088278388278388,Goldenrod,wood,2022-12-24,5094.599999999999,2022
Sprouts - Bean,791,39.24,Viva,2022-12-08,clothing,10.0,Purple,wood,2023-09-25,31038.84,2023
Pickles - Gherkins,629,2.91,Roomm,2022-12-08,electronics,6.1,Red,metal,2023-10-31,1830.39,2023
Steampan - Foil,892,75.46,Realcube,2022-12-08,food,5.088278388278388,Orange,metal,2022-09-09,67310.31999999999,2022
Sprouts - Bean,742,3.58,Cogibox,2022-12-08,clothing,2.3,Turquoise,metal,2022-02-23,2656.36,2022
"Shrimp - 16/20, Peeled Deviened",644,86.48,Teklist,2022-12-08,food,2.2,Purple,wood,2022-06-09,55693.12,2022
Towel Multifold,952,95.71,Meembee,2022-12-08,food,3.1,Puce,wood,2023-03-28,91115.92,2023
Nantuket Peach Orange,789,77.45,Centizu,2022-12-08,food,5.088278388278388,Red,plastic,2022-10-16,61108.05,2022
Wine - Vineland Estate Semi - Dry,786,72.36,Gigabox,2022-12-08,clothing,9.2,Goldenrod,plastic,2022-10-31,56874.96,2022
Kippers - Smoked,99,26.34,Trudeo,2022-10-05,clothing,7.2,Aquamarine,plastic,2023-11-20,2607.66,2023
Beef - Top Butt Aaa,968,17.18,Kwinu,2022-12-08,clothing,5.5,Violet,plastic,2022-06-19,16630.239999999998,2022
Pan Grease,787,30.32,Meejo,2022-12-08,food,1.0,Blue,metal,2022-10-21,23861.84,2022
Longos - Grilled Veg Sandwiches,376,5.23,Skiba,2022-12-08,electronics,8.9,Indigo,wood,2022-07-01,1966.4800000000002,2022
"Wine - White, Pelee Island",732,4.48,Jabbercube,2022-12-08,clothing,0.9,Turquoise,metal,2023-12-09,3279.36,2023
Bread - Rosemary Focaccia,943,28.57,Skiptube,2022-04-30,electronics,2.1,Maroon,wood,2023-03-17,26941.510000000002,2023
Smirnoff Green Apple Twist,204,95.41,Gigabox,2022-12-08,clothing,4.99875,Orange,metal,2023-12-01,19463.64,2023
Wine La Vielle Ferme Cote Du,79,62.63,Babblestorm,2022-12-08,food,5.088278388278388,Mauv,wood,2023-12-15,4947.77,2023
Cheese - Gouda,43,72.47,Kwideo,2022-10-27,food,7.1,Khaki,wood,2022-11-05,3116.21,2022
Beer - Mcauslan Apricot,774,1.12,Centidel,2022-01-17,clothing,6.7,Fuscia,wood,2023-12-02,866.8800000000001,2023
Shrimp - 150 - 250,263,28.18,Gabspot,2022-02-07,clothing,5.4,Blue,metal,2022-10-13,7411.34,2022
Coffee Cup 8oz 5338cd,624,85.06,Devcast,2022-12-08,food,5.088278388278388,Puce,wood,2022-02-18,53077.44,2022
"Mop Head - Cotton, 24 Oz",151,28.61,Feednation,2022-12-08,food,5.088278388278388,Violet,plastic,2023-10-23,4320.11,2023
Crawfish,741,6.55,Photobug,2022-12-08,electronics,8.0,Violet,metal,2022-07-19,4853.55,2022
Wine - Magnotta - Belpaese,334,77.13,Fiveclub,2023-11-28,food,5.088278388278388,Yellow,wood,2022-04-20,25761.42,2022
Tea - English Breakfast,414,82.94,Zoomzone,2022-12-08,electronics,0.2,Puce,wood,2023-09-23,34337.159999999996,2023
Table Cloth 54x72 Colour,458,78.61,Browsetype,2022-12-31,electronics,6.8,Green,wood,2022-10-11,36003.38,2022
Cream Of Tartar,35,98.27,Skivee,2022-12-08,electronics,9.6,Fuscia,metal,2023-03-11,3439.45,2023
"Syrup - Monin, Irish Cream",379,20.09,Zoombox,2022-12-08,food,0.8,Turquoise,plastic,2022-12-31,7614.11,2022
Yoplait - Strawbrasp Peac,896,35.7,Agimba,2022-12-08,food,5.0,Mauv,plastic,2022-03-02,31987.200000000004,2022
Chips - Doritos,610,1.8,Eimbee,2022-12-08,clothing,1.0,Orange,metal,2023-06-15,1098.0,2023
Cheese - Goat With Herbs,354,85.4,Edgewire,2023-05-11,electronics,7.4,Orange,plastic,2023-10-01,30231.600000000002,2023
"Soda Water - Club Soda, 355 Ml",5,73.12,Skalith,2022-12-08,electronics,2.7,Khaki,wood,2022-01-29,365.6,2022
"Rum - Coconut, Malibu",371,41.9,Demivee,2022-12-08,food,3.1,Mauv,plastic,2023-04-12,15544.9,2023
Kellogs Raisan Bran Bars,645,68.64,Leexo,2022-12-08,food,0.2,Puce,wood,2022-10-16,44272.8,2022
"Chocolate - Milk, Callets",800,92.65,Twinte,2022-12-08,clothing,2.3,Khaki,metal,2022-03-02,74120.0,2022
Blueberries,886,25.23,Edgeblab,2022-12-08,electronics,4.0,Violet,metal,2023-10-04,22353.78,2023
Scallops - U - 10,279,58.65,Thoughtblab,2022-09-26,electronics,2.4,Teal,plastic,2023-02-16,16363.35,2023
Gatorade - Cool Blue Raspberry,682,19.63,Dabshots,2022-11-08,clothing,7.7,Blue,plastic,2022-02-12,13387.66,2022
"Water, Tap",211,69.84,Zava,2023-10-03,food,6.5,Aquamarine,plastic,2022-09-24,14736.240000000002,2022
Yams,299,38.53,Tagcat,2022-05-05,clothing,1.4,Yellow,wood,2023-06-05,11520.470000000001,2023
Clams - Canned,82,9.28,Dabvine,2022-08-06,food,4.3,Green,wood,2022-01-11,760.9599999999999,2022
Wine - Chateauneuf Du Pape,439,65.39,Browsezoom,2022-12-08,electronics,4.3,Mauv,plastic,2022-03-11,28706.21,2022
Butcher Twine 4r,925,35.87,Rhyloo,2022-07-25,food,5.088278388278388,Yellow,plastic,2023-08-22,33179.75,2023
Wine - Vidal Icewine Magnotta,504,88.84,Thoughtbridge,2022-12-08,clothing,9.6,Yellow,metal,2023-10-26,44775.36,2023
Pate - Peppercorn,345,27.26,Agimba,2022-12-08,electronics,7.4,Red,metal,2022-02-15,9404.7,2022
Ecolab - Hand Soap Form Antibac,462,93.78,Youfeed,2022-12-08,electronics,3.3,Puce,plastic,2023-05-30,43326.36,2023
Lettuce - Sea / Sea Asparagus,976,76.59,Youtags,2022-12-08,electronics,8.6,Goldenrod,wood,2023-11-04,74751.84,2023
Rice - Wild,940,97.95,Meevee,2022-12-08,clothing,0.8,Aquamarine,wood,2022-04-03,92073.0,2022
"Mushroom - Enoki, Fresh",44,57.63,Wordtune,2022-12-08,food,1.9,Khaki,plastic,2023-05-25,2535.7200000000003,2023
Clams - Canned,319,94.93,Demimbu,2022-12-08,clothing,0.8,Yellow,plastic,2023-08-17,30282.670000000002,2023
Muffin Mix - Morning Glory,572,38.38,Cogilith,2023-12-16,food,5.088278388278388,Teal,plastic,2022-10-14,21953.36,2022
Rice - Wild,459,33.86,Brightdog,2022-12-08,clothing,0.1,Blue,wood,2023-08-13,15541.74,2023
Beef Tenderloin Aaa,549,71.03,Thoughtbeat,2022-12-08,clothing,4.99875,Goldenrod,plastic,2023-05-17,38995.47,2023
Soup - Cream Of Potato / Leek,899,23.03,Topicstorm,2022-12-08,clothing,1.6,Aquamarine,plastic,2023-08-26,20703.97,2023
Bread - Corn Muffaletta,281,87.94,Skyba,2023-03-01,electronics,7.8,Puce,wood,2022-02-06,24711.14,2022
Mayonnaise - Individual Pkg,486,93.38,Edgepulse,2022-12-08,electronics,0.1,Violet,wood,2023-05-08,45382.68,2023
Breadfruit,539,38.83,Babbleset,2022-12-08,clothing,6.1,Yellow,plastic,2023-09-23,20929.37,2023
Beef - Kobe Striploin,814,56.71,Voomm,2022-12-08,electronics,8.8,Goldenrod,metal,2022-01-13,46161.94,2022
Eggplant Oriental,972,35.56,Talane,2022-12-08,electronics,4.9,Aquamarine,metal,2023-02-13,34564.32,2023
"Pasta - Bauletti, Chicken White",223,75.63,Ntag,2022-12-08,food,2.2,Green,metal,2022-04-04,16865.489999999998,2022
Wine - Guy Sage Touraine,411,58.29,Yakidoo,2022-12-08,electronics,2.3,Mauv,wood,2023-09-01,23957.19,2023
Salt - Kosher,13,55.81,Browsezoom,2023-03-02,food,4.0,Blue,plastic,2022-10-06,725.53,2022
Scallops - In Shell,133,15.26,Devify,2022-12-08,clothing,9.5,Goldenrod,metal,2022-12-08,2029.58,2022
Cookie - Oatmeal,507,87.91,Meezzy,2022-12-08,food,0.3,Mauv,wood,2022-09-19,44570.369999999995,2022
Food Colouring - Green,437,5.02,Eamia,2023-09-21,clothing,8.0,Violet,wood,2022-10-13,2193.74,2022
Beer - Tetleys,503,44.68,Thoughtbeat,2022-12-08,food,4.8,Fuscia,metal,2022-04-05,22474.04,2022
"Rum - Coconut, Malibu",252,10.32,Wordify,2022-12-16,clothing,4.99875,Blue,metal,2023-05-20,2600.64,2023
Flour - Whole Wheat,52,8.93,Dabjam,2022-12-08,food,0.3,Purple,plastic,2023-07-13,464.36,2023
Chambord Royal,627,87.24,Jayo,2023-09-29,food,8.9,Green,metal,2023-11-21,54699.479999999996,2023
"Chicken - Base, Ultimate",473,28.73,Photospace,2022-12-08,food,4.1,Green,metal,2022-06-24,13589.29,2022
Monkfish Fresh - Skin Off,316,83.84,Twitterworks,2022-12-08,food,4.3,Yellow,plastic,2022-11-18,26493.440000000002,2022
Kiwi Gold Zespri,917,32.32,Thoughtbeat,2022-12-08,clothing,6.9,Aquamarine,wood,2023-03-06,29637.44,2023
Energy - Boo - Koo,353,39.47,Aibox,2022-12-08,food,5.8,Maroon,plastic,2023-10-10,13932.91,2023
Wine - Guy Sage Touraine,758,79.05,Jaxbean,2022-04-28,electronics,1.7,Puce,wood,2022-10-26,59919.9,2022
"Yogurt - Peach, 175 Gr",312,80.24,Fivespan,2022-12-08,food,5.4,Violet,plastic,2023-06-25,25034.879999999997,2023
Bag - Regular Kraft 20 Lb,793,27.41,Tazzy,2022-12-08,food,2.7,Turquoise,metal,2023-08-08,21736.13,2023
Dc Hikiage Hira Huba,473,28.41,Vimbo,2022-12-08,electronics,4.969776119402986,Khaki,wood,2023-07-13,13437.93,2023
Bacon Strip Precooked,509,9.89,Minyx,2022-12-08,clothing,4.99875,Indigo,plastic,2023-10-04,5034.01,2023
Nutmeg - Ground,790,58.26,Dynazzy,2022-12-08,electronics,5.7,Puce,wood,2022-08-30,46025.4,2022
Oil - Pumpkinseed,753,27.51,Tazz,2022-12-08,electronics,3.5,Crimson,plastic,2022-12-09,20715.030000000002,2022
"Tendrils - Baby Pea, Organic",63,52.04,Miboo,2022-12-08,electronics,6.4,Khaki,plastic,2022-10-29,3278.52,2022
Venison - Liver,625,76.72,Twimbo,2022-12-08,clothing,2.6,Teal,metal,2023-04-20,47950.0,2023
Lychee,522,36.64,Skiptube,2023-05-04,food,6.1,Teal,metal,2022-11-04,19126.08,2022
Apples - Sliced / Wedge,971,63.21,Dabshots,2022-12-08,food,5.2,Khaki,wood,2022-07-01,61376.91,2022
Scallops - U - 10,355,91.78,Eayo,2022-12-08,food,9.8,Goldenrod,metal,2022-02-08,32581.9,2022
"Wine - Red, Harrow Estates, Cab",929,33.12,Jaxworks,2022-12-08,food,2.8,Mauv,wood,2022-04-08,30768.479999999996,2022
Eggplant - Asian,781,93.75,Eimbee,2022-06-01,clothing,0.6,Green,metal,2022-07-14,73218.75,2022
Pork - Side Ribs,779,99.84,Miboo,2022-12-08,electronics,4.2,Khaki,metal,2022-07-24,77775.36,2022
Cake - Cheese Cake 9 Inch,426,55.41,Kimia,2022-12-08,clothing,4.99875,Red,plastic,2023-04-27,23604.66,2023
"Doilies - 12, Paper",139,30.94,Oyondu,2022-12-08,food,6.3,Crimson,metal,2023-01-19,4300.66,2023
Butter Sweet,98,70.92,Photofeed,2022-12-08,clothing,1.5,Khaki,wood,2023-07-15,6950.16,2023
Beans - Wax,32,1.79,Dynabox,2022-12-08,clothing,4.99875,Yellow,plastic,2022-07-01,57.28,2022
Ice Cream - Turtles Stick Bar,422,15.61,Fadeo,2022-12-08,electronics,4.2,Blue,metal,2022-06-05,6587.42,2022
Appetizer - Southwestern,903,81.03,Yambee,2022-12-08,clothing,6.3,Mauv,metal,2023-07-16,73170.09,2023
Lobster - Canned Premium,231,53.64,Avavee,2022-05-27,clothing,7.8,Khaki,metal,2022-08-31,12390.84,2022
Ham - Procutinni,489,18.3,Oyoyo,2022-09-15,clothing,2.7,Turquoise,metal,2023-06-23,8948.7,2023
Beef - Eye Of Round,849,44.57,Babbleset,2022-12-08,clothing,7.4,Teal,wood,2022-07-27,37839.93,2022
Bulgar,974,29.09,Jabbertype,2022-12-08,electronics,4.969776119402986,Blue,plastic,2022-01-27,28333.66,2022
"Wine - Red, Antinori Santa",653,26.64,Gigazoom,2022-12-08,electronics,5.1,Yellow,metal,2023-02-21,17395.920000000002,2023
"Wine - Red, Pinot Noir, Chateau",926,74.3,Lajo,2022-12-08,clothing,0.3,Crimson,metal,2022-08-25,68801.8,2022
"Quail - Whole, Boneless",656,57.55,Oyondu,2022-12-08,electronics,5.6,Turquoise,metal,2022-11-28,37752.799999999996,2022
Wine - Barolo Fontanafredda,172,26.39,Tekfly,2022-12-08,electronics,5.2,Green,plastic,2023-09-05,4539.08,2023
"Carrots - Mini, Stem On",854,66.21,Aimbo,2023-06-14,clothing,8.6,Goldenrod,plastic,2022-01-04,56543.34,2022
Tuna - Loin,580,6.87,Photospace,2023-04-04,electronics,2.0,Pink,metal,2023-11-01,3984.6,2023
